eta_x,eta_y,eta_psi,vel_ref,head_ref
0,0,2.61799387799149,2.65800207471812,-0.404891786285083
-6.30714602922268e-07,6.55114681817526e-08,2.61799346571851,2.65800273359685,-0.404891783813422
-9.50330562734658e-06,9.79693282194947e-07,2.61798766218113,2.65801200872419,-0.404891748953943
-4.62793768098752e-05,4.7343677515915e-06,2.61796358930836,2.65805048279282,-0.404891604048024
-0.000141186163564169,1.4333105790833e-05,2.6179014205382,2.65814984928901,-0.404891228998574
-0.000333218588083303,3.35754916739973e-05,2.61777554850716,2.65835105955694,-0.404890467967644
-0.000668294522551509,6.6858647595241e-05,2.6175558039614,2.65870240296661,-0.404889136526278
-0.00119690545618016,0.000118958115863741,2.61720903264423,2.6592570351631,-0.404887031167807
-0.00197396531830192,0.000195052852653266,2.61669926001629,2.66007278927252,-0.404883930400879
-0.00305713782213508,0.000300632437248221,2.61598888834052,2.66121036459903,-0.404879602294256
-0.004505774323189,0.000441497494180063,2.6150395279079,2.66273212785815,-0.404873809992463
-0.00638030934900825,0.000623832118612581,2.6138125612563,2.66470136799174,-0.40486631573685
-0.00874012957241813,0.000854161430676642,2.6122707264955,2.66717993404077,-0.404856891398229
-0.0116439258452401,0.00113956682765077,2.61037809778686,2.67022845324002,-0.404845319279122
-0.015145404558058,0.00148743780013045,2.6081030356713,2.67390176020149,-0.404831411321642
-0.0193000416009919,0.00190635660667051,2.60541405991046,2.6782557247849,-0.404814984882766
-0.0241767103914095,0.00240776294674075,2.60227301892654,2.68335859191093,-0.40479582273918
-0.0297964230484523,0.00299896826080158,2.59867324721212,2.68922909595229,-0.404773905520489
-0.0362083279903688,0.00369211685190555,2.59459209240504,2.69591352082588,-0.404749126928008
-0.0434716312133788,0.00450272581340403,2.59000325479509,2.70346606234991,-0.404721369643799
-0.0516330177809461,0.00544691305044067,2.58489053653429,2.71192638063711,-0.404690588606476
-0.0607127115962166,0.0065390525462596,2.57925508442632,2.72130721993764,-0.404656854711917
-0.0707384868711363,0.00779675777934133,2.57309533054428,2.73162728465999,-0.404620239149071
-0.0817450380287277,0.00924121788274672,2.56640783673373,2.74290994947989,-0.404580820728623
-0.0937527021497343,0.0108932390862789,2.55919892234136,2.755163552772,-0.404538748010787
-0.106799834636905,0.0127805252390124,2.55146765963089,2.76840994706432,-0.404494159898156
-0.120840713758879,0.0149128985884898,2.54325491838835,2.78259994825867,-0.404447413758418
-0.136005914032104,0.0173479145912281,2.53451995934362,2.79782585518945,-0.404398532753749
-0.152195982005955,0.0200841553658385,2.52532997139396,2.81399328262999,-0.404348016032876
-0.169497450478378,0.0231756945480394,2.51566905429452,2.83115251063142,-0.404296072102114
-0.187829054627958,0.026625906244523,2.5055925038398,2.84922782494178,-0.404243163620401
-0.207195436358665,0.0304659513503088,2.49511807092638,2.86820860888779,-0.404189644828598
-0.227624899144583,0.0347397747601189,2.48425583211309,2.8880976404365,-0.404135901792531
-0.249116331650393,0.0394832737510567,2.4730277105319,2.9088755384321,-0.404082374840372
-0.271650373521765,0.0447261717318006,2.46146116679069,2.93051133657741,-0.404029523425225
-0.2951896106398,0.0504885287798163,2.4495874668434,2.95296511989101,-0.403977782988036
-0.319733395536945,0.0568100786408876,2.43742543466999,2.97621844073634,-0.403927635864171
-0.34525037195102,0.0637155112786669,2.42500164626581,3.00023654962447,-0.403879540594027
-0.371772066540096,0.0712714807112329,2.41232619244071,3.02501452603703,-0.40383413623212
-0.39917955374826,0.0794433797273433,2.39944391718188,3.0504787236471,-0.403791616657096
-0.427515732695874,0.0883083820821737,2.38635980683533,3.07663043521067,-0.403752687009083
-0.456749792569186,0.0978949157159238,2.37309567269728,3.10343684626708,-0.403717844045468
-0.486828190797082,0.108210364210237,2.35967551617906,3.13085894912245,-0.403687447364044
-0.517738347451271,0.119296942793807,2.34611426828059,3.15887389211201,-0.403662063437581
-0.549428668393968,0.131160473635754,2.33243202038237,3.18744706725826,-0.40364202085164
-0.581902828073522,0.14386355209002,2.31863958537832,3.21656078206282,-0.403628044589924
-0.615123716898143,0.157429361747862,2.30475313722368,3.24618531613798,-0.403620594444495
-0.64904179078087,0.171862938637832,2.29078864024958,3.27629014732746,-0.403619975148788
-0.683611547073051,0.18717166943788,2.27675960986555,3.30684854045769,-0.403626497801094
-0.718792769345589,0.203364907686708,2.2626776191842,3.33783673513263,-0.403640468898218
-0.754575847962286,0.220499676471901,2.24855112245323,3.36923587590312,-0.403662607347142
-0.790901046180264,0.238553616715325,2.23439126980633,3.40102168744324,-0.403692937457312
-0.827772433215598,0.257615483667049,2.22020485148386,3.43317649277812,-0.403732484252283
-0.865114794009798,0.277626496734767,2.20600153269845,3.46567836117354,-0.403780913549697
-0.902906898067063,0.298629993066594,2.19178763680937,3.49851006432006,-0.403838834282168
-0.941164245772637,0.320771212563284,2.17756971206961,3.53165077249497,-0.403907880903534
-0.979766316208571,0.343849015167088,2.16335365418553,3.56508861336984,-0.403986249913816
-1.01868238940165,0.36786947135544,2.14914308523171,3.59881195573284,-0.404074151727008
-1.05790792024159,0.392927034804023,2.13494245762945,3.63280458311502,-0.404172714162899
-1.09739976715886,0.418993011027088,2.12075482179627,3.66705630932325,-0.404281793882625
-1.13714243297683,0.446153144539214,2.10658446062664,3.70155064489427,-0.404402466720474
-1.17708949095475,0.474361743977054,2.09243318375283,3.73628028671033,-0.404534401882301
-1.21721215899779,0.503648736431083,2.07830359116099,3.77123379955081,-0.40467807678867
-1.25747460376484,0.534002979054192,2.06419707311984,3.80640370190621,-0.404833516119944
-1.29784477475051,0.565428333761158,2.05011495664379,3.84178216295826,-0.405000902844637
-1.33828717643483,0.597899138690453,2.03606188314149,3.87735356359808,-0.405180087158771
-1.37876888277101,0.631510061537461,2.02205336078917,3.91307005553735,-0.405372330152646
-1.41925125905523,0.666195971934199,2.00809783116233,3.94890578006125,-0.40557702891439
-1.45969931850862,0.701983525560783,1.99420620447965,3.98482494969217,-0.405794648092647
-1.50007743159161,0.738888315047175,1.98038825077966,4.02079427548787,-0.406025523613345
-1.54034828644586,0.776935152320944,1.96665388220529,4.05677903311426,-0.406270107707227
-1.58048906095271,0.816039957245881,1.95300332602848,4.09277354823853,-0.406527494407374
-1.62045688755302,0.856286922567331,1.93944959297803,4.12873189940937,-0.406798863949312
-1.66022703376008,0.897630945272316,1.92599449502335,4.16464223661524,-0.407083779696731
-1.69976604040673,0.94008724052458,1.91264452176703,4.20047775904791,-0.407382559970873
-1.73903700456548,0.98368084528106,1.89940703844061,4.23620848481942,-0.407695655201312
-1.77802792406355,1.02834155406088,1.8862792289439,4.27183589845093,-0.408022270385977
-1.81665648232984,1.07425099189811,1.87328484396555,4.30727791846936,-0.408364923576014
-1.85497060600468,1.12115218894319,1.86039989146239,4.34260218449241,-0.40872032497236
-1.89291777902242,1.1691289142404,1.84763679930548,4.37776195828128,-0.409089694213549
-1.93046689992179,1.21819181406616,1.83500017957276,4.41273484319414,-0.409473283572257
-1.96759660740593,1.26832542259562,1.82249148890246,4.44750838100473,-0.409870990316326
-2.00427814932847,1.31953464386441,1.81011452457091,4.48206260988165,-0.410282987871441
-2.04048511046911,1.37181852878797,1.79787237044913,4.51637978680116,-0.41070936947124
-2.07620871965215,1.42513919529011,1.7857632607748,4.55045786164996,-0.41114970834394
-2.1114091719058,1.47952677741644,1.77379419065333,4.58426650198317,-0.41160452943262
-2.14605084628789,1.53499659441082,1.76197053043398,4.61778046698723,-0.412074163130554
-2.18017297728421,1.59142980220022,1.75027905458313,4.65103543895739,-0.412556998759268
-2.21372109321051,1.64888304546965,1.73873048858312,4.68398903607053,-0.413053946017756
-2.24666661949855,1.70736340581397,1.72732905580697,4.71662002311949,-0.413565205743256
-2.2790061661556,1.76683550922967,1.71607285172478,4.74892745771079,-0.414090358290838
-2.31072247173501,1.82729007123671,1.70496369624032,4.7808982831637,-0.414629358703172
-2.34179919038122,1.88871681347383,1.6940033080744,4.81251987884026,-0.415182146632054
-2.37222184437676,1.95110395724152,1.68319320172181,4.84378041835545,-0.415748635685085
-2.40196696133576,2.01445305375463,1.6725371177707,4.8746607257814,-0.416328940325985
-2.43103276049154,2.07873573320907,1.66203402371965,4.90515773359871,-0.416922719261664
-2.45939743388246,2.14395252342869,1.65168765435216,4.93525250998201,-0.417530068369677
-2.48705894682567,2.21007846515952,1.64149750519382,4.96494051810157,-0.418150689224833
-2.51399290862754,2.27711829404353,1.63146828022157,4.99419976075712,-0.41878474109595
-2.54020531651541,2.34503950652972,1.62159813624375,5.02303052508602,-0.419431799680008
